1688814;"Computer - Laptop-Macbook Pro 15", C2D 2.66/4GB/250GB -(256581)-GH-LCA5";"FL";"4 days 2 hours";"8";"$56.00"
1689002;"Computer, Laptop, Lenovo X100e, Athlon Neo 1.6/4GB/80GB (17-02631) GH-LCA7";"FL";"4 days 2 hours";"2";"$4.25"
1689077;"Computer - Dell Optiplex 780 Desktop C2D 3.00/2GB/NoHD - (W17-02690)-CM-LL";"FL";"4 days 3 hours";"1";"$3.00"
1689078;"Computer - Dell Optiplex 780 Desktop C2D 3.00/2GB/NoHD - (W17-02679)-CM-LL";"FL";"4 days 3 hours";"1";"$3.00"
1689079;"Computer - Dell Optiplex 780 Desktop C2D 3.00/2GB/NoHD - (W17-02693)-CM-LL";"FL";"4 days 3 hours";"1";"$3.00"
1689081;"Computer - Dell Optiplex 780 Desktop C2D 3.00/2GB/NoHD - (W17-02691)-CM-LL";"FL";"4 days 3 hours";"1";"$3.00"
1688077;"Computer - Custom Desktop i5-2500 3.30/4GB/1TB - (W17-01642)-CM-MM";"FL";"4 days 3 hours";"2";"$21.61"
1688807;"Computer -Server,Emprise 7000 , Xeon 2.33GHz/2GB/NoHDDs -(17-02762)-GH-XX";"FL";"4 days 3 hours";"0";"$3.00"
1688948;"Computer - Dell Optiplex 755 Desktop C2D 3.00/3GB/NoHD - (W17-01457)-CM-N";"FL";"4 days 4 hours";"1";"$1.00"
1688951;"Computer - Dell Optiplex 755 Desktop C2D 3.00/4GB/NoHD - (W17-02677)-CM-Q";"FL";"4 days 4 hours";"1";"$1.00"
1688953;"Computer - Dell Optiplex 755 Desktop C2D 2.33/4GB/NoHD - (W17-02674)-CM-U";"FL";"4 days 4 hours";"0";"$1.00"
1688954;"Computer - Dell Optiplex 755 Desktop C2D 3.00/3GB/NoHD - (W17-02675)-CM-NN";"FL";"4 days 4 hours";"1";"$1.00"
1689088;"Computer - Dell Optiplex 780 Desktop C2Q 2.66/2GB/NoHD - (273953)-CM-KK";"FL";"4 days 15 hours";"1";"$3.00"
1689095;"Computer - Dell Optiplex 780 Desktop C2D 3.00/2GB/NoHD - (272690)-CM-KK";"FL";"4 days 15 hours";"2";"$3.00"
1688926;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-00883)-CM-O";"FL";"4 days 15 hours";"1";"$1.00"
1688928;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-00881)-CM-O";"FL";"4 days 15 hours";"1";"$1.00"
1688929;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-00882)-CM-O";"FL";"4 days 15 hours";"1";"$1.00"
1688932;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-00879)-CM-O";"FL";"4 days 15 hours";"1";"$1.00"
1688935;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-00880)-CM-U";"FL";"4 days 15 hours";"1";"$1.00"
1688940;"Computer - Dell Optiplex 755 Desktop C2D 3.00/4GB/NoHD - (002441)-CM-U";"FL";"4 days 15 hours";"1";"$1.00"
1689224;"Computer - Custom Desktop i5-2500 3.30/4GB/500GB - (W17-01646)-CM-VV";"FL";"4 days 15 hours";"2";"$56.05"
1688902;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-02341)-CM-F";"FL";"4 days 16 hours";"2";"$3.25"
1688903;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-02342)-CM-I";"FL";"4 days 16 hours";"2";"$3.25"
1688905;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-02340)-CM-K";"FL";"4 days 16 hours";"1";"$1.00"
1688911;"Computer - Dell Optiplex 755 Desktop C2Q 2.40/4GB/NoHD - (W17-00884)-CM-K";"FL";"4 days 16 hours";"1";"$1.00"
1688915;"Computer - Dell Optiplex 755 Desktop C2D 2.33/4GB/NoHD - (W17-02673)-CM-K";"FL";"4 days 16 hours";"1";"$1.00"
1688920;"Computer - Dell Optiplex 755 Desktop C2D 2.33/4GB/NoHD - (W17-02676)-CM-K";"FL";"4 days 16 hours";"1";"$1.00"
1688154;"Computer - Dell Vostro 220 Desktop PDC 2.50/4GB/NoHD - (W17-02669)-CM-O";"FL";"4 days 16 hours";"1";"$1.00"
1688157;"Computer - Dell Vostro 220 Desktop PDC 2.50/4GB/NoHD - (W17-02666)-CM-O";"FL";"4 days 16 hours";"1";"$1.00"
1688208;"PRINTERS-HP(4)-XEROX(1)-MODELS VARY-FOUR ARE COLOR(W17-SEE BELOW)SB-WHSE PALLET";"FL";"4 days 16 hours";"6";"$83.00"
1689237;"Computer - Custom Desktop i5-2500 3.30/4GB/500GB - (W17-01639)-CM-VV";"FL";"4 days 19 hours";"1";"$10.00"
1689833;"CERT 16-17  CERT 3";"FL";"4 days 20 hours";"6";"$51.00"
1689853;"CERT 16-17 CERT 4";"FL";"4 days 20 hours";"0";"$5.00"
1689870;"CERT 16-17  CERT 6";"FL";"4 days 20 hours";"0";"$5.00"
1689889;"CERT 16-17  CERT 7";"FL";"4 days 20 hours";"3";"$33.00"
1689920;"CERT 16-17  CERT 8";"FL";"4 days 20 hours";"4";"$38.00"
1690276;"20 Laptop Computers";"FL";"4 days 20 hours";"9";"$501.00"
1680842;"Monitors-LOT OF (14) Assorted Monitors(16,17 XXXX)BH-P040";"FL";"5 days 0 hours";"7";"$99.00"
1689927;"Graphics Card, nVIDIA Quadro FX 5500, Lot-Bush Has, Item-AR1600419-140";"FL";"5 days 0 hours";"0";"$15.00"
1689930;"Graphics Card, nVIDIA Quadro FX 5500, Lot-Bush Has, Item-AR1600419-139";"FL";"5 days 0 hours";"0";"$15.00"
1689790;"One lot of 30 Gvision 15" TFT LCD monitors. model: P15BX-AB-495G";"FL";"5 days 1 hour";"7";"$800.00"
1689911;"One lot of (2) Printronix PSA3 P7005ZT line printers";"FL";"5 days 1 hour";"1";"$100.00"
1689917;"Computer, Dell, Optiplex 960, Lot-0293, Item-AR1600581-017";"FL";"5 days 1 hour";"0";"$10.00"
1690013;"PRINTER - OKI, C3600 - (17-03632) - GH-Z1";"FL";"5 days 1 hour";"2";"$11.05"
1690026;"Computer, Dell, Optiplex 960, Lot-0294, Item-AR1600581-016";"FL";"5 days 1 hour";"1";"$10.00"
1690030;"Computer, Dell, Optiplex 755, Lot-0287, Item-AR1600581-024";"FL";"5 days 1 hour";"2";"$11.00"
1684477;"one lot of (2) Rimage CD/DVD duplicator equipment";"FL";"1 hour 33 min";"1";"$50.00"
1686678;"Printer, HP, OfficeJet 8500, Lot-0051, Item-AR1700067-018";"FL";"1 hour 33 min";"2";"$19.71"
1686680;"Printer, HP, OfficeJet 8500, Lot-0055, Item-AR1700067-026";"FL";"1 hour 33 min";"3";"$22.50"
1686682;"Printer, HP, DeskJet 3510, Lot-0050, Item-AR1700071-007";"FL";"1 hour 33 min";"1";"$10.00"
1682255;"XES SASCAN2 Scanner";"FL";"14 hours 33 min";"3";"$8.49"
1687003;"MONITOR - DELL -  20" MODEL 2001FP LCD W/OEM STEREO SOUND BAR (W17-00331) SB-SS";"FL";"1 day 0 hours";"1";"$19.00"
1686101;"PROJECTORS, EPSON, THREE MODELS 6100I(2)/6110I(1), (242196, 279650, 242172)SB-VV";"FL";"1 day 2 hours";"7";"$152.50"
1687051;"MONITOR-DELL-190S ALL BLACK W/DELL AX510 STEREO SOUND BAR(W17-00158)SB-G";"FL";"1 day 23 hours";"1";"$29.00"
